"Area","Date","Daily-Confirmed","Daily-Deceased","Daily-Recovered","Daily-Tested","Daily-Vaccinated1","Daily-Vaccinated2","7DMA-Confirmed","7DMA-Deceased","Total-Confirmed","Total-Deceased","Total-Recovered","Total-Tested","Total-Others","Total-Vaccinated1","Total-Vaccinated2"
"INDIA","2020-12-19","26834","342","29758","1107681","0","0","174279","2458","10031661","145513","9579681","161198195","2680","0","0"
"INDIA","2020-12-20","24622","332","25734","900134","0","0","171565","2452","10056283","145845","9605415","162098329","2692","0","0"
"INDIA","2020-12-21","19147","302","30250","1072228","0","0","168771","2400","10075430","146147","9635665","163170557","2708","0","0"
"INDIA","2020-12-22","23880","329","27032","1098164","0","0","166400","2345","10099310","146476","9662697","164268721","2726","0","0"
"INDIA","2020-12-23","24716","315","29946","1039645","0","0","172944","2304","10124026","146791","9692643","165308366","2748","0","0"
"INDIA","2020-12-24","23444","337","24555","997396","0","0","169634","2299","10147470","147128","9717198","166305762","2775","0","0"
"INDIA","2020-12-25","22349","251","22184","853527","0","0","164992","2208","10169819","147379","9739382","167159289","2791","0","0"
"INDIA","2020-12-26","18575","280","21466","943368","0","0","156733","2146","10188394","147659","9760848","168102657","2801","0","0"
"INDIA","2020-12-27","20333","281","21097","715397","0","0","152444","2095","10208727","147940","9781945","168818054","2812","0","0"
"INDIA","2020-12-28","16072","250","24822","983695","0","0","149369","2043","10224799","148190","9806767","169801749","2825","0","0"
"INDIA","2020-12-29","20542","285","26589","1120281","0","0","146031","1999","10245341","148475","9833356","170922030","2837","0","0"
"INDIA","2020-12-30","21945","299","26407","1127244","0","0","143260","1983","10267286","148774","9859763","172049274","2852","0","0"
"INDIA","2020-12-31","19026","244","21969","1062420","0","0","138842","1890","10286312","149018","9881732","173111694","2861","0","0"
"INDIA","2021-01-01","20159","237","23838","829964","0","0","136652","1876","10306471","149255","9905570","173941658","4217","0","0"
"INDIA","2021-01-02","18144","216","20903","958125","0","0","136221","1812","10324615","149471","9926473","174899783","4233","0","0"
"INDIA","2021-01-03","16678","215","19658","735978","0","0","132566","1746","10341293","149686","9946131","175635761","4246","0","0"
"INDIA","2021-01-04","16278","200","29209","896236","0","0","132772","1696","10357571","149886","9975340","176531997","4255","0","0"
"INDIA","2021-01-05","17909","265","21161","931408","0","0","130139","1676","10375480","150151","9996501","177463405","4271","0","0"
"INDIA","2021-01-06","20472","222","19689","937590","0","0","128666","1599","10395952","150373","10016190","178400995","4287","0","0"
"INDIA","2021-01-07","18123","233","20503","935369","0","0","127763","1588","10414075","150606","10036693","179336364","4306","0","0"
"INDIA","2021-01-08","18453","229","19242","916951","0","0","126057","1580","10432528","150835","10055935","180253315","4316","0","0"
"INDIA","2021-01-09","18820","213","19460","843307","0","0","126733","1577","10451348","151048","10075395","181096622","4319","0","0"
"INDIA","2021-01-10","16086","150","16737","659209","0","0","126141","1512","10467434","151198","10092132","181755831","4326","0","0"
"INDIA","2021-01-11","12481","166","18578","897056","0","0","122344","1478","10479915","151364","10110710","182652887","4336","0","0"
"INDIA","2021-01-12","15903","200","17762","836227","0","0","120338","1413","10495818","151564","10128472","183489114","4310","0","0"
"INDIA","2021-01-13","17015","201","17797","743191","0","0","116881","1392","10512833","151765","10146269","184232305","4323","0","0"
"INDIA","2021-01-14","15677","189","15943","730096","0","0","114435","1348","10528510","151954","10162212","184962401","4340","0","0"
"INDIA","2021-01-15","15155","176","16809","803090","0","0","111137","1295","10543665","152130","10179021","185765491","4356","0","0"
"INDIA","2021-01-16","15050","181","17202","779377","191181","0","107367","1263","10558715","152311","10196223","186544868","4370","191181","0"
"INDIA","2021-01-17","13962","145","14513","548168","33120","0","105243","1258","10572677","152456","10210736","187093036","4377","224301","0"
"INDIA","2021-01-18","9987","137","17127","709791","229748","0","102749","1229","10582664","152593","10227863","187802827","4387","454049","0"
"INDIA","2021-01-19","13787","162","17229","764120","176368","0","100633","1191","10596451","152755","10245092","188566947","4402","630417","0"
"INDIA","2021-01-20","15279","152","20071","780835","176067","0","98897","1142","10611730","152907","10265163","189347782","4413","806484","0"
"INDIA","2021-01-21","14495","161","17734","800242","237050","0","97715","1114","10626225","153068","10282897","190148024","4422","1043534","0"
"INDIA","2021-01-22","14323","153","17166","837095","347058","0","96883","1091","10640548","153221","10300063","190985119","4435","1390592","0"
"INDIA","2021-01-23","14896","156","16033","781752","191609","0","96729","1066","10655444","153377","10316096","191766871","4443","1582201","0"
"INDIA","2021-01-24","13232","131","13148","570246","33303","0","95999","1052","10668676","153508","10329244","192337117","4449","1615504","0"
"INDIA","2021-01-25","9098","116","16092","725577","408305","0","95110","1031","10677774","153624","10345336","193062694","4462","2023809","0"
"INDIA","2021-01-26","12733","138","13250","550426","5671","0","94056","1007","10690507","153762","10358586","193613120","4469","2029480","0"
"INDIA","2021-01-27","11556","123","14261","725653","326499","0","90333","978","10702063","153885","10372847","194338773","4478","2355979","0"
"INDIA","2021-01-28","18912","162","20315","742306","572074","0","94750","979","10720975","154047","10393162","195081079","4484","2928053","0"
"INDIA","2021-01-29","13054","137","14886","756329","571974","0","93481","963","10734029","154184","10408048","195837408","4499","3500027","0"
"INDIA","2021-01-30","13073","128","14077","750964","244307","0","91658","935","10747102","154312","10422125","196588372","4503","3744334","0"
"INDIA","2021-01-31","11527","116","11882","504263","14509","0","89953","920","10758629","154428","10434007","197092635","4509","3758843","0"
"INDIA","2021-02-01","8579","94","13443","659422","191313","0","89434","898","10767208","154522","10447450","197752057","4519","3950156","0"
"INDIA","2021-02-02","11001","113","14250","721121","188762","0","87702","873","10778209","154635","10461700","198473178","4526","4138918","0"
"INDIA","2021-02-03","12925","107","17813","742841","310634","0","89071","857","10791134","154742","10479513","199216019","4529","4449552","0"
"INDIA","2021-02-04","12401","120","15788","715776","509893","0","82560","815","10803535","154862","10495301","199931795","4536","4959445","0"
"INDIA","2021-02-05","11711","95","14512","740794","457404","0","81217","773","10815246","154957","10509813","200672589","4539","5416849","0"
"INDIA","2021-02-06","12069","75","11761","695789","358473","0","80213","720","10827315","155032","10521574","201368378","4553","5775322","0"
"INDIA","2021-02-07","11786","86","11756","532236","37040","0","80472","690","10839101","155118","10533330","201900614","4562","5812362","0"
"INDIA","2021-02-08","8715","78","13600","687138","446646","0","80608","674","10847816","155196","10546930","202587752","4575","6259008","0"
"INDIA","2021-02-09","10731","94","12928","736903","352553","0","80338","655","10858547","155290","10559858","203324655","4588","6611561","0"
"INDIA","2021-02-10","12539","110","11796","699185","405553","0","79952","658","10871086","155400","10571654","204023840","4599","7017114","0"
"INDIA","2021-02-11","9353","85","15722","765944","487896","0","76904","623","10880439","155485","10587376","204789784","4499","7505010","0"
"INDIA","2021-02-12","12137","104","11358","743614","462637","0","77330","632","10892576","155589","10598734","205533398","4503","7967647","0"
"INDIA","2021-02-13","12198","89","11107","697114","272583","23628","77459","646","10904774","155678","10609841","206230512","4521","8240230","23628"
"INDIA","2021-02-14","11706","91","9500","486122","20504","933","77379","651","10916480","155769","10619341","206716634","4527","8260734","24561"
"INDIA","2021-02-15","9086","82","11793","615664","299797","135730","77750","655","10925566","155851","10631134","207332298","4549","8560531","160291"
"INDIA","2021-02-16","11592","99","11836","644931","162322","116086","78611","660","10937158","155950","10642970","207977229","4555","8722853","276377"
"INDIA","2021-02-17","12862","100","12028","726562","330208","92790","78934","650","10950020","156050","10654998","208703791","4569","9053061","369167"
"INDIA","2021-02-18","13238","100","10913","771071","524047","241732","82819","665","10963258","156150","10665911","209474862","4583","9577108","610899"
"INDIA","2021-02-19","13916","100","10215","786618","290935","236262","84598","661","10977174","156250","10676126","210261480","4595","9868043","847161"
"INDIA","2021-02-20","13919","89","11413","670050","256488","113481","86319","661","10991093","156339","10687539","210931530","4531","10124531","960642"
"INDIA","2021-02-21","14278","83","9715","620216","24471","7210","88891","653","11005371","156422","10697254","211551746","4546","10149002","967852"
"INDIA","2021-02-22","10494","76","13233","678685","338373","290325","90299","647","11015865","156498","10710487","212230431","4554","10487375","1258177"
"INDIA","2021-02-23","13682","103","13969","805844","279823","140223","92389","651","11029547","156601","10724456","213036275","4559","10767198","1398400"
"INDIA","2021-02-24","16930","141","12100","793383","287617","217948","96457","692","11046477","156742","10736556","213829658","4567","11054815","1616348"
"INDIA","2021-02-25","16599","119","12222","831807","384834","416646","99818","711","11063076","156861","10748778","214661465","4571","11439649","2032994"
"INDIA","2021-02-26","16562","114","12790","773918","349020","420884","102464","725","11079638","156975","10761568","215435383","4577","11788669","2453878"
"INDIA","2021-02-27","16805","111","11709","795723","56406","2313","105350","747","11096443","157086","10773277","216231106","4576","11845075","2456191"
"INDIA","2021-02-28","15614","108","11291","627668","0","0","106686","772","11112057","157194","10784568","216858774","4578","11845075","2456191"
"INDIA","2021-03-01","12270","92","12472","759283","411262","141608","108462","788","11124327","157286","10797040","217618057","4589","12256337","2597799"
"INDIA","2021-03-02","14998","98","13113","785220","650434","116179","109778","783","11139325","157384","10810153","218403277","4594","12906771","2713978"
"INDIA","2021-03-03","17425","87","14071","775631","832350","162949","110273","729","11156750","157471","10824224","219178908","4602","13739121","2876927"
"INDIA","2021-03-04","16824","113","13788","761834","1057714","331741","110498","723","11173574","157584","10838012","219940742","4604","14796835","3208668"
"INDIA","2021-03-05","18324","109","14186","751935","1199848","292353","112260","718","11191898","157693","10852198","220692677","4609","15996683","3501021"
"INDIA","2021-03-06","18724","100","14379","737830","1171620","253020","114179","707","11210622","157793","10866577","221430507","4611","17168303","3754041"
"INDIA","2021-03-07","18650","97","14303","537764","59600","7066","117215","696","11229272","157890","10880880","221968271","4615","17227903","3761107"
"INDIA","2021-03-08","15353","76","16606","748525","1715380","304343","120298","680","11244625","157966","10897486","222716796","4618","18943283","4065450"
"INDIA","2021-03-09","17873","133","20643","763081","1060944","298229","123173","715","11262498","158099","10918129","223479877","4624","20004227","4363679"
"INDIA","2021-03-10","22851","125","18154","778416","1030254","286851","128599","753","11285349","158224","10936283","224258293","4631","21034481","4650530"
"INDIA","2021-03-11","23298","119","15092","740345","401360","78549","135073","759","11308647","158343","10951375","224998638","4636","21435841","4729079"
"INDIA","2021-03-12","24845","140","19972","840635","1639663","413874","141594","790","11333492","158483","10971347","225839273","4639","23075504","5142953"
"INDIA","2021-03-13","25154","159","16508","864368","1232131","287821","148024","849","11358646","158642","10987855","226703641","4649","24307635","5430774"
"INDIA","2021-03-14","26513","120","17590","703772","144750","24879","155887","872","11385159","158762","11005445","227407413","4654","24452385","5455653"
